TransactionID,InvoiceNo,InvoiceDate,CustomerID,ProductID,Quantity,UnitPrice,DiscountPct,Description,Category,TotalPrice
124,INV03137,10-01-2022 16:00,CUST0287,PROD031,1,487.78,0,Product 31,Home & Kitchen,487.78
125,INV03498,10-01-2022 17:00,CUST0423,PROD028,4,418.37,0,Product 28,Electronics,1673.48
126,INV03312,10-01-2022 17:00,CUST0205,PROD034,2,249.84,0,Product 34,Toys,499.68
127,INV00798,10-01-2022 17:00,CUST0047,PROD040,4,353.64,10,Product 40,Toys,1273.104
128,INV04724,10-01-2022 18:00,CUST0020,PROD050,4,99.81,0,Product 50,Toys,399.24
129,INV02215,10-01-2022 18:00,CUST0043,PROD043,2,167.97,0,Product 43,Sports,335.94
130,INV04010,10-01-2022 19:00,CUST0119,PROD035,1,455.97,5,Product 35,Grocery,433.1715
131,INV03656,10-01-2022 21:00,CUST0175,PROD003,3,366.53,0,Product 3,Home & Kitchen,1099.59
132,INV04709,10-01-2022 22:00,CUST0395,PROD036,2,474.7,15,Product 36,Grocery,806.99
133,INV00290,11-01-2022 00:00,CUST0228,PROD040,3,452.18,10,Product 40,Toys,1220.886
134,INV02881,11-01-2022 02:00,CUST0107,PROD031,3,5.87,0,Product 31,Home & Kitchen,17.61
135,INV01997,11-01-2022 02:00,CUST0202,PROD014,3,73.12,5,Product 14,Sports,208.392
136,INV02625,11-01-2022 03:00,CUST0384,PROD026,2,458.83,0,Product 26,Sports,917.66
137,INV03172,11-01-2022 04:00,CUST0292,PROD030,3,296.92,10,Product 30,Home & Kitchen,801.684
138,INV02927,11-01-2022 04:00,CUST0184,PROD045,3,475.22,0,Product 45,Sports,1425.66
139,INV02196,11-01-2022 06:00,CUST0110,PROD044,4,121.43,0,Product 44,Home & Kitchen,485.72
140,INV04268,11-01-2022 06:00,CUST0478,PROD012,3,331.35,0,Product 12,Home & Kitchen,994.05
141,INV00162,11-01-2022 06:00,CUST0117,PROD004,3,53.53,15,Product 4,Sports,136.5015
142,INV03443,11-01-2022 09:00,CUST0192,PROD011,4,20.01,15,Product 11,Toys,68.034
143,INV03164,11-01-2022 10:00,CUST0176,PROD031,2,478.32,5,Product 31,Home & Kitchen,908.808
144,INV02302,11-01-2022 10:00,CUST0356,PROD037,1,252.49,10,Product 37,Grocery,227.241
145,INV02622,11-01-2022 13:00,CUST0030,PROD012,2,105.44,10,Product 12,Home & Kitchen,189.792
146,INV01956,11-01-2022 15:00,CUST0281,PROD003,3,349.05,0,Product 3,Home & Kitchen,1047.15
147,INV00914,11-01-2022 16:00,CUST0405,PROD050,2,116.47,0,Product 50,Toys,232.94
148,INV02914,11-01-2022 16:00,CUST0108,PROD002,3,311.07,20,Product 2,Sports,746.568
149,INV03664,11-01-2022 16:00,CUST0082,PROD048,3,209.75,5,Product 48,Toys,597.7875
150,INV01403,11-01-2022 21:00,CUST0494,PROD001,1,175.08,0,Product 1,Toys,175.08
151,INV04260,11-01-2022 22:00,CUST0101,PROD036,2,216.34,20,Product 36,Grocery,346.144
152,INV04643,12-01-2022 00:00,CUST0406,PROD027,2,388.14,0,Product 27,Toys,776.28
153,INV02512,12-01-2022 03:00,CUST0352,PROD046,4,127.3,0,Product 46,Electronics,509.2
154,INV04121,12-01-2022 04:00,CUST0005,PROD019,1,104.33,20,Product 19,Clothing,83.464
155,INV00609,12-01-2022 06:00,CUST0222,PROD038,1,175.57,10,Product 38,Home & Kitchen,158.013
156,INV04180,12-01-2022 06:00,CUST0202,PROD047,3,163.65,0,Product 47,Clothing,490.95
157,INV04760,12-01-2022 06:00,CUST0139,PROD029,1,430.77,0,Product 29,Electronics,430.77
158,INV02828,12-01-2022 07:00,CUST0300,PROD015,2,262.03,5,Product 15,Clothing,497.857
159,INV04705,12-01-2022 07:00,CUST0216,PROD013,3,252,0,Product 13,Grocery,756
160,INV02779,12-01-2022 08:00,CUST0372,PROD040,1,239.9,5,Product 40,Toys,227.905
161,INV01162,12-01-2022 13:00,CUST0108,PROD042,4,354.02,10,Product 42,Home & Kitchen,1274.472
162,INV00128,12-01-2022 13:00,CUST0084,PROD033,3,92.1,0,Product 33,Toys,276.3
163,INV01042,12-01-2022 13:00,CUST0425,PROD014,4,310.73,20,Product 14,Sports,994.336
164,INV01171,12-01-2022 15:00,CUST0453,PROD039,2,15.76,15,Product 39,Toys,26.792
165,INV03077,12-01-2022 18:00,CUST0389,PROD045,4,446.3,0,Product 45,Sports,1785.2
166,INV00870,12-01-2022 19:00,CUST0180,PROD028,1,83.67,10,Product 28,Electronics,75.303
167,INV04202,12-01-2022 23:00,CUST0084,PROD020,4,427.97,0,Product 20,Toys,1711.88
168,INV00891,13-01-2022 04:00,CUST0474,PROD031,4,282.9,15,Product 31,Home & Kitchen,961.86
169,INV00496,13-01-2022 06:00,CUST0087,PROD024,2,151.01,0,Product 24,Clothing,302.02
170,INV04140,13-01-2022 06:00,CUST0164,PROD048,1,301.07,10,Product 48,Toys,270.963
171,INV00183,13-01-2022 07:00,CUST0475,PROD045,2,470.54,15,Product 45,Sports,799.918
172,INV01123,13-01-2022 08:00,CUST0433,PROD037,2,124.17,10,Product 37,Grocery,223.506
173,INV01437,13-01-2022 09:00,CUST0057,PROD044,3,22.34,15,Product 44,Home & Kitchen,56.967
174,INV04572,13-01-2022 10:00,CUST0111,PROD046,1,30.16,0,Product 46,Electronics,30.16
175,INV04461,13-01-2022 10:00,CUST0044,PROD044,3,471.79,20,Product 44,Home & Kitchen,1132.296
176,INV00623,13-01-2022 12:00,CUST0034,PROD047,4,462.51,10,Product 47,Clothing,1665.036
177,INV01434,13-01-2022 17:00,CUST0074,PROD020,2,375.92,20,Product 20,Toys,601.472
178,INV03489,13-01-2022 19:00,CUST0036,PROD049,2,318.16,0,Product 49,Electronics,636.32
179,INV04335,13-01-2022 20:00,CUST0017,PROD044,4,184.78,20,Product 44,Home & Kitchen,591.296
180,INV01946,13-01-2022 22:00,CUST0170,PROD005,3,420.31,20,Product 5,Sports,1008.744
181,INV03546,14-01-2022 00:00,CUST0077,PROD021,1,296.11,0,Product 21,Sports,296.11
182,INV01258,14-01-2022 02:00,CUST0463,PROD012,4,10.7,5,Product 12,Home & Kitchen,40.66
183,INV01993,14-01-2022 05:00,CUST0128,PROD019,2,465.18,0,Product 19,Clothing,930.36
184,INV00489,14-01-2022 06:00,CUST0239,PROD047,1,66.8,10,Product 47,Clothing,60.12
185,INV01118,14-01-2022 08:00,CUST0493,PROD016,1,84.41,15,Product 16,Toys,71.7485
186,INV00510,14-01-2022 08:00,CUST0014,PROD022,4,418.26,0,Product 22,Electronics,1673.04
187,INV04014,14-01-2022 12:00,CUST0464,PROD022,4,409.59,10,Product 22,Electronics,1474.524
188,INV03833,14-01-2022 12:00,CUST0001,PROD017,1,142.1,10,Product 17,Grocery,127.89
189,INV00851,14-01-2022 13:00,CUST0480,PROD024,2,436.04,15,Product 24,Clothing,741.268
190,INV00411,14-01-2022 13:00,CUST0217,PROD048,3,265.06,20,Product 48,Toys,636.144
191,INV04343,14-01-2022 16:00,CUST0362,PROD047,1,461.73,15,Product 47,Clothing,392.4705
192,INV01710,14-01-2022 17:00,CUST0191,PROD004,3,57.2,0,Product 4,Sports,171.6
193,INV04646,14-01-2022 17:00,CUST0201,PROD048,4,153.33,0,Product 48,Toys,613.32
194,INV04105,14-01-2022 19:00,CUST0322,PROD038,2,219.01,0,Product 38,Home & Kitchen,438.02
195,INV04058,14-01-2022 19:00,CUST0426,PROD030,3,169.44,0,Product 30,Home & Kitchen,508.32
196,INV01417,15-01-2022 04:00,CUST0357,PROD036,3,185.26,0,Product 36,Grocery,555.78
197,INV04200,15-01-2022 04:00,CUST0004,PROD036,1,40.7,15,Product 36,Grocery,34.595
198,INV03734,15-01-2022 07:00,CUST0215,PROD031,3,231.02,0,Product 31,Home & Kitchen,693.06
199,INV04115,15-01-2022 07:00,CUST0273,PROD010,3,189.12,10,Product 10,Sports,510.624
200,INV03705,15-01-2022 13:00,CUST0214,PROD041,2,192.36,0,Product 41,Electronics,384.72
201,INV00653,15-01-2022 14:00,CUST0049,PROD029,3,287.12,0,Product 29,Electronics,861.36
202,INV04911,15-01-2022 16:00,CUST0107,PROD045,2,456.95,0,Product 45,Sports,913.9
203,INV02396,15-01-2022 18:00,CUST0128,PROD018,1,78.94,20,Product 18,Grocery,63.152
204,INV01652,15-01-2022 19:00,CUST0314,PROD028,2,91.38,15,Product 28,Electronics,155.346
205,INV04525,15-01-2022 20:00,CUST0465,PROD015,2,29.68,0,Product 15,Clothing,59.36
206,INV03439,15-01-2022 22:00,CUST0279,PROD021,3,156.09,10,Product 21,Sports,421.443
207,INV00321,15-01-2022 22:00,CUST0166,PROD016,1,115.38,10,Product 16,Toys,103.842
208,INV00329,16-01-2022 03:00,CUST0389,PROD036,1,418.32,20,Product 36,Grocery,334.656
209,INV04329,16-01-2022 04:00,CUST0468,PROD042,2,229.32,0,Product 42,Home & Kitchen,458.64
210,INV02100,16-01-2022 04:00,CUST0147,PROD005,2,125.16,10,Product 5,Sports,225.288
211,INV04057,16-01-2022 04:00,CUST0253,PROD010,2,381.97,15,Product 10,Sports,649.349
212,INV04177,16-01-2022 08:00,CUST0032,PROD049,1,44.03,0,Product 49,Electronics,44.03
213,INV00159,16-01-2022 10:00,CUST0465,PROD033,3,178.15,0,Product 33,Toys,534.45
214,INV03163,16-01-2022 11:00,CUST0165,PROD005,3,37.84,10,Product 5,Sports,102.168
215,INV01271,16-01-2022 11:00,CUST0109,PROD043,1,351.8,0,Product 43,Sports,351.8
216,INV04576,16-01-2022 12:00,CUST0115,PROD042,4,303.73,20,Product 42,Home & Kitchen,971.936
217,INV02322,16-01-2022 15:00,CUST0224,PROD015,1,39.48,20,Product 15,Clothing,31.584
218,INV00069,16-01-2022 18:00,CUST0402,PROD039,4,126.34,0,Product 39,Toys,505.36
219,INV00164,16-01-2022 18:00,CUST0249,PROD012,3,458.36,20,Product 12,Home & Kitchen,1100.064
220,INV02792,16-01-2022 22:00,CUST0297,PROD038,2,391.14,5,Product 38,Home & Kitchen,743.166
221,INV04358,16-01-2022 22:00,CUST0479,PROD029,4,466.47,20,Product 29,Electronics,1492.704
222,INV04809,17-01-2022 02:00,CUST0042,PROD039,3,374.77,10,Product 39,Toys,1011.879
223,INV01965,17-01-2022 02:00,CUST0259,PROD046,4,356.86,10,Product 46,Electronics,1284.696
224,INV00985,17-01-2022 02:00,CUST0154,PROD001,1,29.89,0,Product 1,Toys,29.89
225,INV02424,17-01-2022 06:00,CUST0264,PROD023,3,478.98,0,Product 23,Toys,1436.94
226,INV00224,17-01-2022 06:00,CUST0182,PROD042,4,135.05,20,Product 42,Home & Kitchen,432.16
227,INV03448,17-01-2022 07:00,CUST0449,PROD034,4,499.02,0,Product 34,Toys,1996.08
228,INV04940,17-01-2022 08:00,CUST0425,PROD023,1,476.12,5,Product 23,Toys,452.314
229,INV02607,17-01-2022 09:00,CUST0398,PROD033,1,52.76,0,Product 33,Toys,52.76
230,INV02091,17-01-2022 11:00,CUST0003,PROD027,3,399.53,20,Product 27,Toys,958.872
231,INV00756,17-01-2022 13:00,CUST0462,PROD013,1,236.97,5,Product 13,Grocery,225.1215
232,INV03635,17-01-2022 16:00,CUST0269,PROD039,1,95,0,Product 39,Toys,95
233,INV02289,17-01-2022 18:00,CUST0196,PROD006,3,335.96,15,Product 6,Clothing,856.698
234,INV03075,17-01-2022 19:00,CUST0027,PROD024,1,44.34,5,Product 24,Clothing,42.123
235,INV03883,17-01-2022 20:00,CUST0288,PROD007,4,438.72,0,Product 7,Home & Kitchen,1754.88
236,INV03895,17-01-2022 20:00,CUST0074,PROD001,1,330.1,20,Product 1,Toys,264.08
237,INV02758,17-01-2022 22:00,CUST0257,PROD028,4,102.68,20,Product 28,Electronics,328.576
238,INV03100,18-01-2022 06:00,CUST0158,PROD044,2,473.43,5,Product 44,Home & Kitchen,899.517
239,INV00429,18-01-2022 07:00,CUST0345,PROD050,1,72.14,15,Product 50,Toys,61.319
240,INV03844,18-01-2022 08:00,CUST0331,PROD010,2,329.84,0,Product 10,Sports,659.68
241,INV04349,18-01-2022 10:00,CUST0357,PROD027,1,11.25,0,Product 27,Toys,11.25
242,INV03087,18-01-2022 11:00,CUST0031,PROD047,4,496.93,20,Product 47,Clothing,1590.176
243,INV02885,18-01-2022 13:00,CUST0256,PROD018,2,300.19,0,Product 18,Grocery,600.38
244,INV02101,18-01-2022 13:00,CUST0227,PROD034,1,189.27,20,Product 34,Toys,151.416
245,INV03424,18-01-2022 14:00,CUST0185,PROD028,4,144.12,0,Product 28,Electronics,576.48
246,INV00256,18-01-2022 19:00,CUST0001,PROD045,4,315.58,0,Product 45,Sports,1262.32
247,INV04189,18-01-2022 22:00,CUST0356,PROD001,2,9.3,0,Product 1,Toys,18.6
248,INV03842,19-01-2022 00:00,CUST0309,PROD018,4,328.28,5,Product 18,Grocery,1247.464
249,INV04203,19-01-2022 05:00,CUST0262,PROD040,3,81.08,15,Product 40,Toys,206.754
250,INV01897,19-01-2022 05:00,CUST0345,PROD040,3,389.55,5,Product 40,Toys,1110.2175
251,INV01919,19-01-2022 05:00,CUST0321,PROD009,2,329.31,5,Product 9,Home & Kitchen,625.689
252,INV01267,19-01-2022 08:00,CUST0087,PROD030,3,228.42,5,Product 30,Home & Kitchen,650.997
253,INV04354,19-01-2022 09:00,CUST0401,PROD015,1,203.14,0,Product 15,Clothing,203.14
254,INV03792,19-01-2022 10:00,CUST0439,PROD007,3,125.32,0,Product 7,Home & Kitchen,375.96
255,INV02682,19-01-2022 12:00,CUST0465,PROD030,2,216.49,20,Product 30,Home & Kitchen,346.384
256,INV03796,19-01-2022 13:00,CUST0013,PROD001,2,152.48,10,Product 1,Toys,274.464
257,INV00626,19-01-2022 14:00,CUST0446,PROD044,1,233.2,10,Product 44,Home & Kitchen,209.88
258,INV03565,19-01-2022 14:00,CUST0369,PROD003,3,315.87,5,Product 3,Home & Kitchen,900.2295
259,INV04975,19-01-2022 20:00,CUST0409,PROD039,4,59.09,0,Product 39,Toys,236.36
260,INV02866,19-01-2022 21:00,CUST0280,PROD035,4,199.51,0,Product 35,Grocery,798.04
261,INV01793,20-01-2022 00:00,CUST0481,PROD012,1,168.87,15,Product 12,Home & Kitchen,143.5395
262,INV00708,20-01-2022 06:00,CUST0153,PROD046,4,364.26,0,Product 46,Electronics,1457.04
263,INV03789,20-01-2022 07:00,CUST0389,PROD009,4,187.24,0,Product 9,Home & Kitchen,748.96
264,INV01607,20-01-2022 08:00,CUST0413,PROD046,4,426.51,10,Product 46,Electronics,1535.436
265,INV04582,20-01-2022 14:00,CUST0209,PROD041,3,99.07,0,Product 41,Electronics,297.21
266,INV01197,20-01-2022 15:00,CUST0227,PROD013,3,127.57,5,Product 13,Grocery,363.5745
267,INV03578,20-01-2022 21:00,CUST0268,PROD023,4,434.45,15,Product 23,Toys,1477.13
268,INV02439,20-01-2022 22:00,CUST0078,PROD028,2,193.24,10,Product 28,Electronics,347.832
